contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),Christen Democratisch Appèl (CDA),SP (Socialistische Partij),Democraten 66 (D66),GROENLINKS,ChristenUnie,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,Piratenpartij,Partij voor Mens en Spirit (MenS),Nederland Lokaal,Libertarische Partij (LP),Democratisch Politiek Keerpunt DPK,50PLUS,Liberaal Democratische Partij (LibDem),Anti Europa Partij,SOPN,Partij van de Toekomst (PvdT)
Leeuwarden,Súdwest-Fryslân,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Brede School Duinterpen I  sporthal,1900::SB11,8607 GM,1464,1196,1,2,406,334,86,100,101,77,21,39,2,15,2,2,0,0,0,7,0,1,1,2
Leeuwarden,Súdwest-Fryslân,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau De Schuttersheuvel,1900::SB12,8602 TM,1105,740,0,1,106,305,77,57,101,26,18,11,0,13,6,0,0,0,1,16,0,0,1,2
Leeuwarden,Súdwest-Fryslân,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Ontmoetingsruimte De Spil,1900::SB13,8608 WD,1680,1242,0,1,177,481,105,107,155,70,30,44,11,18,7,4,0,0,1,28,0,0,1,3
Leeuwarden,Súdwest-Fryslân,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau De Keats,1900::SB14,8608 CL,1634,887,6,4,63,400,129,79,100,22,11,24,0,24,6,2,1,2,1,18,0,0,4,1
Leeuwarden,Súdwest-Fryslân,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,"Stembureau School ""De Overkant""",1900::SB15,8602 AG,896,528,0,1,77,203,60,56,59,24,8,14,1,12,2,1,0,1,1,5,0,0,4,0
Leeuwarden,Súdwest-Fryslân,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Johannes Postschool,1900::SB16,8602 BK,1714,1241,1,2,269,412,102,118,131,89,20,38,8,15,5,10,0,0,2,16,0,0,4,2
Leeuwarden,Súdwest-Fryslân,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Brede School Duinterpen II sporthal,1900::SB17,8607 GM,1825,1402,0,1,410,435,120,123,142,77,22,41,3,16,6,0,0,1,0,4,0,0,2,0
Leeuwarden,Súdwest-Fryslân,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Wurkwinkel Noorderbrug (zij-ingang),1900::SB18,8604 CA,1504,1254,2,0,438,315,62,143,91,95,36,45,1,9,2,2,0,0,1,10,0,1,3,0
Leeuwarden,Súdwest-Fryslân,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau HR de Daaldersplaats (zij-ingang),1900::SB19,8601 GG,554,572,0,3,159,161,25,75,43,52,19,16,0,7,1,1,0,0,1,10,0,0,2,0
Leeuwarden,Súdwest-Fryslân,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau De Zwetser,1900::SB20,8603 BP,1473,1253,3,0,304,469,57,157,92,88,17,29,8,13,2,2,0,0,0,14,0,0,1,0
Leeuwarden,Súdwest-Fryslân,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau It Roefke,1900::SB21,8605 AV,1145,778,0,3,138,273,65,142,61,41,10,20,4,8,0,1,0,0,0,13,0,1,0,1
Leeuwarden,Súdwest-Fryslân,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Gemeentehuis,1900::SB22,8651 AC,1133,921,1,2,193,277,53,161,64,59,16,63,12,10,4,1,0,0,2,6,0,0,0,0
Leeuwarden,Súdwest-Fryslân,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Gebouw De Eehof,1900::SB23,8651 EH,1250,1028,0,0,246,308,45,191,68,72,27,40,7,12,0,1,1,0,2,8,0,0,0,0
Leeuwarden,Súdwest-Fryslân,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau m.f.c. De Driuwpolle,1900::SB24,8551 NW,1257,1025,0,1,390,199,66,199,62,48,12,21,5,6,1,0,0,0,3,13,0,0,0,0
Leeuwarden,Súdwest-Fryslân,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Woonzorgcentrum Talma State,1900::SB25,8621 CX,1723,1372,0,5,383,345,61,321,92,61,18,47,7,16,0,1,0,0,2,12,1,1,1,3
Leeuwarden,Súdwest-Fryslân,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau m.f.c. De Mande,1900::SB26,8771 RS,827,666,3,1,137,138,53,176,65,40,10,24,1,7,2,3,0,0,2,6,0,0,2,0
Leeuwarden,Súdwest-Fryslân,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau m.f.c. It Joo,1900::SB27,8614 AE,547,440,0,2,87,85,20,162,35,15,8,14,0,7,1,1,0,1,1,1,0,0,1,1
Leeuwarden,Súdwest-Fryslân,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Dorpshuis Elim,1900::SB28,8629 RV,1369,1077,0,3,238,271,60,243,111,55,15,50,12,7,3,2,0,0,1,8,0,0,0,1
Leeuwarden,Súdwest-Fryslân,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau m.f.c. It Harspit,1900::SB29,8625 HE,1187,991,1,1,297,201,55,227,65,58,27,22,4,15,1,3,1,0,1,14,0,0,0,0
Leeuwarden,Súdwest-Fryslân,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Dorpshuis Oan it Far,1900::SB30,8622 XV,702,566,0,0,133,127,43,159,43,20,4,16,3,4,0,2,0,0,0,11,0,0,1,0
Leeuwarden,Súdwest-Fryslân,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Woonzorgcentrum Teatskehûs,1900::SB31,8615 LM,597,488,0,0,121,101,32,137,34,25,5,4,2,9,2,0,0,0,0,9,0,0,6,1
Leeuwarden,Súdwest-Fryslân,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Dorpshuis It Himsterhûs,1900::SB32,8618 NK,791,526,0,0,121,118,17,156,45,31,8,24,1,1,1,3,0,0,0,0,0,0,0,0
Leeuwarden,Súdwest-Fryslân,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Dorpshuis Ús Doarpshûs,1900::SB33,8611 JP,219,194,0,0,44,43,13,63,6,11,4,6,1,2,0,0,0,0,0,1,0,0,0,0
Leeuwarden,Súdwest-Fryslân,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Dorpshuis De Kosterij,1900::SB34,8628 EP,452,385,0,0,84,115,26,82,19,25,6,17,0,3,1,0,2,0,0,4,0,0,1,0
Leeuwarden,Súdwest-Fryslân,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Woonzorgcentrum Aylva State,1900::SB35,8748 CC,1360,1022,4,1,219,327,62,246,80,35,9,16,4,9,1,2,0,0,0,11,0,0,1,0
Leeuwarden,Súdwest-Fryslân,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau het dorpshuis,1900::SB36,8749 GV,457,357,1,0,77,97,36,42,36,21,15,7,1,10,1,5,0,0,1,5,0,0,0,3
Leeuwarden,Súdwest-Fryslân,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Ned. Herv. Consistorie,1900::SB37,8822 VD,800,599,0,2,124,180,55,106,55,23,7,25,8,8,0,3,0,0,0,4,0,0,0,1
Leeuwarden,Súdwest-Fryslân,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau De Bolle en de Hynst,1900::SB38,8821 LD,466,384,0,2,88,147,34,16,44,12,9,6,1,19,1,3,0,0,0,4,0,0,0,0
Leeuwarden,Súdwest-Fryslân,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau It Anker,1900::SB39,8754 CX,1285,1146,4,1,291,323,73,200,107,66,16,28,0,10,1,5,0,1,2,18,1,0,4,0
Leeuwarden,Súdwest-Fryslân,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Woonzorgcentrum Avondrust,1900::SB40,8754 EB,1582,1065,0,4,261,265,94,173,126,49,17,40,4,11,1,2,0,0,1,18,0,2,0,1
Leeuwarden,Súdwest-Fryslân,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Dorpshuis It Doniahûs,1900::SB41,8742 KR,429,319,0,1,72,98,13,72,31,7,9,3,1,7,3,0,0,0,0,0,0,0,3,0
Leeuwarden,Súdwest-Fryslân,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Dorpshuis De Fûke,1900::SB42,8757 JW,385,287,0,0,71,52,11,113,16,7,2,5,0,8,0,0,0,0,0,2,0,0,0,0
Leeuwarden,Súdwest-Fryslân,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Dorpshuis It Waltahûs,1900::SB43,8765 LJ,406,337,0,0,83,78,14,92,29,17,7,9,2,1,0,2,0,0,0,3,0,0,0,0
Leeuwarden,Súdwest-Fryslân,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau It Honk,1900::SB44,8759 LE,400,331,0,0,62,61,24,136,20,8,5,6,0,5,1,1,0,0,1,0,0,1,0,0
Leeuwarden,Súdwest-Fryslân,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Johannes de Doperkerk,1900::SB45,8763 MK,426,329,0,0,99,65,21,82,32,11,5,9,0,2,2,0,0,0,0,0,0,0,0,1
Leeuwarden,Súdwest-Fryslân,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Dorpshuis De Nije Haven,1900::SB46,8823 SP,267,212,0,0,42,47,7,79,20,2,3,4,2,5,0,1,0,0,0,0,0,0,0,0
Leeuwarden,Súdwest-Fryslân,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Dorpshuis De Utwyk,1900::SB47,8746 NH,580,428,0,0,89,77,17,144,34,19,9,20,0,7,1,3,0,0,1,6,0,0,0,1
Leeuwarden,Súdwest-Fryslân,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Dorpshuis It String,1900::SB48,8751 TH,175,130,0,0,36,42,6,14,13,9,4,1,0,3,0,1,0,0,0,1,0,0,0,0
Leeuwarden,Súdwest-Fryslân,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Cultureel Centrum De Klameare,1900::SB49,8711 CN,1881,1495,3,3,396,381,79,305,121,90,29,42,4,20,4,0,1,0,1,17,0,0,3,2
Leeuwarden,Súdwest-Fryslân,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Woonzorgcentrum Nij Mariënacker,1900::SB50,8711 CB,1527,1282,0,0,321,325,87,311,81,61,22,37,5,13,2,4,0,0,1,11,0,0,1,0
Leeuwarden,Súdwest-Fryslân,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Dorpshuis It Swaeigat,1900::SB51,8724 LH,260,226,0,0,57,35,6,72,12,16,6,12,1,3,0,2,0,1,0,2,0,0,1,0
Leeuwarden,Súdwest-Fryslân,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Gemeenschapscentrum De Foeke,1900::SB52,8713 JN,666,560,1,1,147,149,75,70,42,24,14,12,0,16,3,0,0,0,0,7,0,0,1,0
Leeuwarden,Súdwest-Fryslân,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Dorpscultuurhuis De Spylder,1900::SB53,8715 EM,618,506,0,1,103,111,28,95,66,34,15,14,1,26,4,1,0,0,1,6,0,0,0,1
Leeuwarden,Súdwest-Fryslân,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Woonzorgcentrum Finke,1900::SB54,8723 CC,1193,964,0,3,212,218,60,237,77,47,14,50,10,14,0,2,0,1,1,18,0,0,2,1
Leeuwarden,Súdwest-Fryslân,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau De Doarpskeamer,1900::SB55,8722 HR,281,244,0,0,51,76,7,46,27,13,6,13,0,0,0,0,0,0,0,5,0,0,0,0
Leeuwarden,Súdwest-Fryslân,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Multifunctioneel Centrum De Kaap,1900::SB56,8715 JC,739,626,2,0,172,124,45,112,60,36,10,31,4,11,1,6,0,1,0,9,0,0,4,0
Leeuwarden,Súdwest-Fryslân,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,"Stembureau Dorpshuis ""de Begine""",1900::SB57,8584 VC,442,342,1,0,83,71,16,58,41,19,15,24,0,12,1,0,0,2,0,0,0,0,0,0
Leeuwarden,Súdwest-Fryslân,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Dorpshuis De Klink,1900::SB58,8723 CW,972,731,1,1,136,197,68,142,87,35,8,31,4,15,1,0,0,0,0,7,0,0,0,0
Leeuwarden,Súdwest-Fryslân,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Doopsgezinde Kerk,1900::SB59,8701 KM,1245,938,2,1,198,263,59,193,77,48,21,25,2,29,4,2,1,0,0,15,0,0,1,0
Leeuwarden,Súdwest-Fryslân,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Verzorgingshuis Huylckenstein,1900::SB60,8701 LT,1396,1255,1,2,197,426,78,260,148,48,19,31,9,15,2,4,0,0,1,13,1,0,3,0
Leeuwarden,Súdwest-Fryslân,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau CBS De Bron,1900::SB61,8701 LV,1408,1150,1,0,287,334,61,246,76,69,12,31,3,12,1,3,1,0,0,10,0,0,3,1
Leeuwarden,Súdwest-Fryslân,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Appartementencomplex 't Heechhout,1900::SB62,8701 CP,1333,962,0,0,113,317,107,210,111,21,17,20,5,13,2,1,1,0,0,24,0,0,0,0
Leeuwarden,Súdwest-Fryslân,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Verpleeghuis Bloemkamp,1900::SB63,8701 AK,1412,998,2,3,158,318,74,238,84,36,8,37,8,10,7,4,0,0,0,15,0,0,1,0
Leeuwarden,Súdwest-Fryslân,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Gereformeerd Centrum,1900::SB64,8701 BL,950,707,0,1,159,203,43,116,96,31,10,17,3,8,7,1,0,0,0,11,0,0,1,1
