contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),Christen Democratisch Appèl (CDA),SP (Socialistische Partij),Democraten 66 (D66),GROENLINKS,ChristenUnie,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,Piratenpartij,Partij voor Mens en Spirit (MenS),Nederland Lokaal,Libertarische Partij (LP),Democratisch Politiek Keerpunt DPK,50PLUS,Liberaal Democratische Partij (LibDem),Anti Europa Partij,SOPN,Partij van de Toekomst (PvdT)
Maastricht,Weert,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,"Stembureau Lokaal De Krang, Ittervoorterweg 70H",0988::SB17,6005 NR,655,506,1,0,185,80,85,52,55,27,1,3,0,8,1,0,0,0,0,9,0,0,0,0
Maastricht,Weert,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,"Stembureau School Het Palet, Beatrixlaan 1",0988::SB20,6006 AH,874,589,1,2,131,167,104,46,79,23,5,5,3,6,1,3,0,0,2,12,0,0,0,2
Maastricht,Weert,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,"Stembureau Van Berloheem, Vogelsbleek 20",0988::SB22,6001 BE,1187,737,5,0,195,179,103,75,101,39,7,4,1,7,1,1,0,0,1,22,1,0,0,0
Maastricht,Weert,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,"Stembureau Basisschool Leuken, Middelstestr 77",0988::SB23,6004 BH,1302,1055,0,1,282,223,187,72,149,69,11,4,1,21,3,0,0,0,3,28,0,0,1,1
Maastricht,Weert,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,"Stembureau Brede Sch. Moesel, Stadhoudersln 21",0988::SB24,6006 GJ,1146,792,0,1,206,178,142,73,80,59,13,4,1,8,0,4,3,0,0,16,1,0,4,0
Maastricht,Weert,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,"Stembureau St. Theuniskapel, Altweerterkapstr 6",0988::SB25,6006 PB,1313,1109,1,0,583,121,82,119,65,97,14,1,3,13,0,1,0,0,0,10,0,0,0,0
Maastricht,Weert,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,"Stembureau WIjkgeb. Groenewoud, Kesselstraat 28",0988::SB26,6004 TX,1161,846,6,5,159,196,189,51,137,43,16,9,0,12,0,0,0,1,0,31,0,0,1,1
Maastricht,Weert,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,"Stembureau Jeugdgebouw Leuken, Klein Leuken 14",0988::SB27,6004 DG,1893,1254,1,0,383,256,238,67,152,86,20,6,1,9,4,1,0,0,1,25,0,0,2,3
Maastricht,Weert,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,"Stembureau Stemlokaal Moesel, Nassaulaan 5",0988::SB28,6006 CM,1127,871,2,3,254,171,149,79,101,44,9,7,1,8,1,2,0,0,3,39,0,0,2,1
Maastricht,Weert,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,"Stembureau Odaschool, Annendaal 10",0988::SB30,6002 VJ,1568,1091,4,1,225,275,172,48,245,61,16,5,4,12,5,2,0,0,1,13,1,0,4,2
Maastricht,Weert,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,"Stembureau Gemeenschapscentrum, Mariastraat 1",0988::SB34,6039 AW,1848,1477,6,10,374,256,249,187,210,91,25,9,0,18,0,2,1,1,4,46,0,0,1,3
Maastricht,Weert,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,"Stembureau Trefcentrum Ouderen, Fr. Strouxstr.53",0988::SB35,6039 GJ,2154,1427,3,1,442,247,195,217,158,82,22,4,3,14,1,2,0,0,1,36,0,0,2,1
Maastricht,Weert,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Mobiele Stembureau,0988::SB38,,1,531,1,1,170,107,58,48,66,46,9,0,0,9,1,1,0,0,0,11,0,1,3,1
